"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"BuiltIn";;;;"SQL servers on machines should have vulnerability findings resolved";"6ba6d016-e7c3-4842-b8f2-4992ebc0d72d";"/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"13";"[Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Manage security state of information systems";"6baae474-434f-2e91-7163-a72df30c4847";"/providers/microsoft.authorization/policydefinitions/6baae474-434f-2e91-7163-a72df30c4847";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Workspace (microsoft.desktopvirtualization/workspaces) to Log Analytics";"6bb23bce-54ea-4d3d-b07d-628ce0f2e4e3";"/providers/microsoft.authorization/policydefinitions/6bb23bce-54ea-4d3d-b07d-628ce0f2e4e3";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"[Preview]: Control the use of diagnostic settings for specific resources in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/0a9ea1cb-7925-47fc-b0fe-8bb0a8190423)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Sets Kubernetes cluster init containers' secure computing mode profile type to RuntimeDefault if not present.";"6bcd4321-fb89-4e3e-bf6c-999c13d47f43";"/providers/microsoft.authorization/policydefinitions/6bcd4321-fb89-4e3e-bf6c-999c13d47f43";"1.1.0-preview";"Default: Mutate; Allowed: Disabled,Mutate";"Kubernetes";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review and update information integrity policies and procedures";"6bededc0-2985-54d5-4158-eb8bad8070a0";"/providers/microsoft.authorization/policydefinitions/6bededc0-2985-54d5-4158-eb8bad8070a0";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"8";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review and sign revised rules of behavior";"6c0a312f-04c5-5c97-36a5-e56763a02b6b";"/providers/microsoft.authorization/policydefinitions/6c0a312f-04c5-5c97-36a5-e56763a02b6b";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"8";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Not allowed resource types";"6c112d4e-5bc7-47ae-a041-ea2d9dccd749";"/providers/microsoft.authorization/policydefinitions/6c112d4e-5bc7-47ae-a041-ea2d9dccd749";"2.0.0";"Default: Deny; Allowed: Audit,Deny,Disabled";"General";"0";"1";"RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Log Analytics workspaces should block log ingestion and querying from public networks";"6c53d030-cc64-46f0-906d-2bc061cd1334";"/providers/microsoft.authorization/policydefinitions/6c53d030-cc64-46f0-906d-2bc061cd1334";"1.1.0";"Default: Audit; Allowed: audit,Audit,deny,Deny,disabled,Disabled";"Monitoring";"0";"2";"[Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), Audit Public Network Access (/providers/microsoft.authorization/policysetdefinitions/f1535064-3294-48fa-94e2-6e83095a5c08)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Deploy - Configure diagnostic settings for Azure Kubernetes Service to Log Analytics workspace";"6c66c325-74c8-42fd-a286-a74b0e2939d8";"/providers/microsoft.authorization/policydefinitions/6c66c325-74c8-42fd-a286-a74b0e2939d8";"3.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Kubernetes";"0";"1";"[Preview]: Control the use of diagnostic settings for specific resources in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/0a9ea1cb-7925-47fc-b0fe-8bb0a8190423)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Ensure security categorization is approved";"6c79c3e5-5f7b-a48a-5c7b-8c158bc01115";"/providers/microsoft.authorization/policydefinitions/6c79c3e5-5f7b-a48a-5c7b-8c158bc01115";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"7";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Virtual network gateways (microsoft.network/virtualnetworkgateways) to Event Hub";"6ccd32f6-0a9a-40cf-9c5b-6cfd6aba33e9";"/providers/microsoft.authorization/policydefinitions/6ccd32f6-0a9a-40cf-9c5b-6cfd6aba33e9";"1.2.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Event Hub (/providers/microsoft.authorization/policysetdefinitions/85175a36-2f12-419a-96b4-18d5b0096531), Enable audit category group resource logging for supported resources to Event Hub (/providers/microsoft.authorization/policysetdefinitions/1020d527-2764-4230-92cc-7035e4fcf8a7)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Hotpatch should be enabled for Windows Server Azure Edition VMs";"6d02d2f7-e38b-4bdc-96f3-adc0a8726abc";"/providers/microsoft.authorization/policydefinitions/6d02d2f7-e38b-4bdc-96f3-adc0a8726abc";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Automanage";"0";"1";"[Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Function apps should only be accessible over HTTPS";"6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab";"/providers/microsoft.authorization/policydefinitions/6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab";"5.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"App Service";"0";"30";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92), [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), [Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: Australian Government ISM PROTECTED (/providers/microsoft.authorization/policysetdefinitions/27272c0b-c225-4cc3-b8b0-f2534b093077), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: Control the use of App Service in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/528d78c5-246c-4f26-ade6-d30798705411), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), PCI v3.2.1:2018 (/providers/microsoft.authorization/policysetdefinitions/496eeda9-8f2f-4d5e-8dfd-204f0a92ed41), RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Azure Automation accounts with private DNS zones";"6dd01e4f-1be1-4e80-9d0b-d109e04cb064";"/providers/microsoft.authorization/policydefinitions/6dd01e4f-1be1-4e80-9d0b-d109e04cb064";"1.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Automation";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Develop and document application security requirements";"6de65dc4-8b4f-34b7-9290-eb137a2e2929";"/providers/microsoft.authorization/policydefinitions/6de65dc4-8b4f-34b7-9290-eb137a2e2929";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"8";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable Security Center's auto provisioning of the Log Analytics agent on your subscriptions with default workspace.";"6df2fee6-a9ed-4fef-bced-e13be1b25f1c";"/providers/microsoft.authorization/policydefinitions/6df2fee6-a9ed-4fef-bced-e13be1b25f1c";"1.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Security Center";"0";"1";"RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure a private DNS Zone ID for file groupID";"6df98d03-368a-4438-8730-a93c4d7693d6";"/providers/microsoft.authorization/policydefinitions/6df98d03-368a-4438-8730-a93c4d7693d6";"1.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Storage";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Email notification for high severity alerts should be enabled";"6e2593d9-add6-4083-9c9b-4b7d2188c899";"/providers/microsoft.authorization/policydefinitions/6e2593d9-add6-4083-9c9b-4b7d2188c899";"1.2.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"23";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Configure backup for Azure Disks (Managed Disks) without a given tag to an existing backup vault in the same region";"6e68865f-f3cd-48ec-9bba-54795672eaa4";"/providers/microsoft.authorization/policydefinitions/6e68865f-f3cd-48ec-9bba-54795672eaa4";"1.0.0-preview";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Backup";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Synapse Workspaces should have Microsoft Entra-only authentication enabled";"6ea81a52-5ca7-4575-9669-eaa910b7edf8";"/providers/microsoft.authorization/policydefinitions/6ea81a52-5ca7-4575-9669-eaa910b7edf8";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Synapse";"0";"3";"[Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), Synapse Workspaces should have Microsoft Entra-only authentication (/providers/microsoft.authorization/policysetdefinitions/1ee51566-9bb4-49da-b8d2-3c06991963eb)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Storage accounts should use private link";"6edd7eda-6dd8-40f7-810d-67160c639cd9";"/providers/microsoft.authorization/policydefinitions/6edd7eda-6dd8-40f7-810d-67160c639cd9";"2.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Storage";"0";"16";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: Control the use of Storage Accounts in a Virtual Enclave (/providers/microsoft.authorization/policysetdefinitions/ca122c06-05f6-4423-9018-ccb523168eb2), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), Evaluate Private Link Usage Across All Supported Azure Resources (/providers/microsoft.authorization/policysetdefinitions/7379ef4c-89b0-48b6-a5cc-fd3a75eaef93), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for microsoft.network/networkmanagers/ipampools to Log Analytics";"6ee1c58c-a123-4cd6-8643-48b2f7ffb3e1";"/providers/microsoft.authorization/policydefinitions/6ee1c58c-a123-4cd6-8643-48b2f7ffb3e1";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038), Enable audit category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Authenticate to cryptographic module";"6f1de470-79f3-1572-866e-db0771352fc8";"/providers/microsoft.authorization/policydefinitions/6f1de470-79f3-1572-866e-db0771352fc8";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"12";"CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
